source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
C5	C9	COL4A3	SDC4	0.0102832837666453	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Injured tubular epithelial program (mixed)	SEMA3C	PLXND1	0.0102765900574161	0	SEMA3C_PLXND1	SEMA3C - PLXND1	SEMA3	Secreted Signaling	PMID: 27533782
Epithelial progenitor-like / repair state (provisional)	C16	COL4A2	SDC4	0.0102530897802904	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	COL4A1	ITGAV_ITGB8	0.0102448351120387	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C9	COL4A4	SDC4	0.010238628596867	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C16	COL6A1	SDC4	0.0102229629717152	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL4A4	ITGA2_ITGB1	0.0102083041563889	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A1	SDC4	0.010184653841562	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL4A4	ITGA2_ITGB1	0.0101828087966218	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	Collecting duct intercalated cell	PTPRM	PTPRM	0.010171474790456	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
Collecting duct intercalated cell	Injured tubular epithelial program (mixed)	PTPRM	PTPRM	0.010171474790456	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C11	C9	COL4A2	SDC4	0.0101702131452874	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C5	COL6A1	SDC4	0.0101398078338634	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C9	COL6A3	SDC4	0.0101109961564144	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C11	JAG1	NOTCH2	0.0100862042361208	0	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	PMID: 22353464
Injured distal epithelial state (provisional)	C9	COL6A2	ITGA2_ITGB1	0.0100517623751663	0	COL6A2_ITGA2_ITGB1	COL6A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	COL6A3	SDC4	0.0100324160615242	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL4A2	ITGAV_ITGB8	0.0100297806361088	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C19	COL4A5	SDC4	0.0100093084891874	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C9	COL4A4	SDC4	0.00998504592133418	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C16	COL6A3	SDC4	0.00998067870890038	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL4A5	ITGAV_ITGB8	0.00997691401722329	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C9	LAMB1	ITGA2_ITGB1	0.00997101085019189	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C19	COL4A2	SDC4	0.00991467287738102	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C9	COL6A3	ITGA2_ITGB1	0.00990715019591339	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C16	LAMA5	ITGAV_ITGB8	0.00989247032987322	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A3	SDC4	0.00988714413255877	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C18	APP	CD74	0.00988557571518604	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Collecting duct intercalated cell	Epithelial progenitor-like / repair state (provisional)	CD46	JAG1	0.00987862683204744	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C11	C16	COL4A5	SDC4	0.00986731343829581	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL6A3	SDC4	0.00986731343829581	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C16	COL4A1	ITGA2_ITGB1	0.00986346420924106	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	SPP1	ITGAV_ITGB6	0.00986157968715297	0	SPP1_ITGAV_ITGB6	SPP1 - (ITGAV+ITGB6)	SPP1	Secreted Signaling	PMID: 21907263
Injured distal epithelial state (provisional)	C9	COL6A2	SDC4	0.00983189374137147	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C16	LAMB1	ITGA2_ITGB1	0.00981467019222581	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	Collecting duct intercalated cell	COL6A3	SDC1	0.00980258526898322	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C18	APP	CD74	0.00977795393322388	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
Collecting duct intercalated cell	C16	LAMB2	ITGAV_ITGB8	0.00969292621111226	0	LAMB2_ITGAV_ITGB8	LAMB2 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C18	C9	COL6A3	SDC4	0.00969041379299116	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL4A3	ITGA2_ITGB1	0.00968440903040005	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C16	COL4A3	SDC4	0.00968317836308476	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	JAG1	NOTCH2	0.0096704176115	0	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	PMID: 22353464
C5	C16	COL4A4	SDC4	0.00964110376624696	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C4	FGF9	FGFR3	0.00963096452469261	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
Collecting duct intercalated cell	C16	LAMA5	ITGAV_ITGB8	0.00962287075561259	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C1	C8	LAMB1	ITGA2_ITGB1	0.00961516267265629	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A5	ITGAV_ITGB8	0.00960360416734003	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C19	COL4A1	SDC4	0.00958484619502045	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	COL4A2	SDC4	0.00957664239781845	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL4A4	ITGAV_ITGB8	0.00954928706802901	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C8	COL6A3	ITGAV_ITGB8	0.00954756990061469	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C16	COL6A3	SDC4	0.00952084828520153	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C9	COL4A5	ITGA2_ITGB1	0.00952011641986831	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C16	LAMB1	ITGA2_ITGB1	0.00950269874215024	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	C16	COL4A2	ITGA2_ITGB1	0.00949289150008494	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C4	FGF9	FGFR3	0.00948780237956944	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C13	C16	COL4A5	ITGA2_ITGB1	0.00946692711745967	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C8	LAMB1	ITGA3_ITGB1	0.00946538937555118	0	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	C8	COL4A3	ITGA2_ITGB1	0.00944732306339898	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C9	LAMA1	ITGA2_ITGB1	0.00944604733270895	0	LAMA1_ITGA2_ITGB1	LAMA1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C19	COL4A5	SDC4	0.00943552602502616	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C9	COL4A2	ITGA2_ITGB1	0.00943006194494064	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	Collecting duct intercalated cell	COL6A3	SDC1	0.00941915148891348	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C19	COL4A3	SDC4	0.00940341548541062	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A4	SDC4	0.0094021795549877	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL4A3	ITGA2_ITGB1	0.00940217331311838	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	COL6A3	SDC1	0.0093940059759055	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Collecting duct intercalated cell	COL6A1	SDC1	0.00937927043600198	0	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C19	COL4A5	SDC4	0.00937397245294692	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL4A2	ITGAV_ITGB8	0.00933544023051126	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C19	COL4A4	SDC4	0.00932253621553303	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C10	CD46	JAG1	0.00932040720447875	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C12	C9	COL4A5	SDC4	0.00931176743205485	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL4A3	ITGA3_ITGB1	0.0093001396170219	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C10	CD46	JAG1	0.00929619874103604	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
Thick ascending limb (TAL) / loop of Henle	C19	COL4A2	SDC4	0.00927115111699863	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C16	LAMB1	ITGA2_ITGB1	0.00925859350793473	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL6A2	SDC4	0.00925788386845787	0	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL4A3	ITGA3_ITGB1	0.00925568669931625	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Collecting duct intercalated cell	COL6A3	SDC1	0.00923017759931138	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C12	SPP1	ITGAV_ITGB3	0.00922826748947003	0	SPP1_ITGAV_ITGB3	SPP1 - (ITGAV+ITGB3)	SPP1	Secreted Signaling	PMID: 21907263
C1	Collecting duct intercalated cell	LAMB1	ITGA1_ITGB1	0.00922519169576591	0	LAMB1_ITGA1_ITGB1	LAMB1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C9	COL4A2	SDC4	0.00922366545781831	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Epithelial progenitor-like / repair state (provisional)	FGF9	FGFR3	0.00921872317175312	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
Injured tubular epithelial program (mixed)	Collecting duct intercalated cell	COL6A3	SDC1	0.00921767341903115	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C8	COL6A3	ITGAV_ITGB8	0.00917401877641365	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C19	COL4A3	SDC4	0.00915418875998698	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A3	ITGAV_ITGB8	0.0091495216290265	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL6A1	ITGAV_ITGB8	0.00913516605336143	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C16	COL6A3	SDC4	0.00912458774666361	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C16	LAMA2	ITGAV_ITGB8	0.00912406240799617	0	LAMA2_ITGAV_ITGB8	LAMA2 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	C9	LAMB1	ITGA2_ITGB1	0.00912140690147635	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	C9	COL4A1	ITGA2_ITGB1	0.00911620814575989	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C19	COL4A1	SDC4	0.00910113154295002	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	Epithelial progenitor-like / repair state (provisional)	FGF9	FGFR3	0.00908163271032756	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C3	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00906409701120043	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C19	C19	COL6A3	SDC4	0.00906303358560646	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C13	FGF9	FGFR3	0.00905328127041422	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C4	Injured tubular epithelial program (mixed)	VEGFA	FLT1	0.00903493996233026	0	VEGFA_VEGFR1	VEGFA - VEGFR1	VEGF	Secreted Signaling	KEGG: hsa04370; PMID: 16633338
C2	Collecting duct intercalated cell	COL4A3	ITGA1_ITGB1	0.00902076205962394	0	COL4A3_ITGA1_ITGB1	COL4A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A2	SDC1	0.00901779832571523	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	LAMB1	ITGAV_ITGB8	0.00900514105829234	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C4	Epithelial progenitor-like / repair state (provisional)	PLG	PARD3	0.00899871800091668	0	PLG_PARD3	PLG - PARD3	PARs	Secreted Signaling	KEGG: hsa04080
C3	Collecting duct intercalated cell	COL6A1	SDC1	0.00899126821921392	0	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL6A3	ITGAV_ITGB8	0.00898991828503845	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C8	COL6A3	ITGAV_ITGB8	0.00897773663627517	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C9	COL4A5	ITGA2_ITGB1	0.00897412263046975	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	COL4A1	ITGA2_ITGB1	0.00897290263206472	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A1	SDC1	0.00895753292216993	0	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C9	COL4A3	ITGA2_ITGB1	0.00894356814004942	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Thick ascending limb (TAL) / loop of Henle	PTPRM	PTPRM	0.00893407126038116	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C11	C9	COL4A1	SDC4	0.008916619166338	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C9	COL4A5	ITGA2_ITGB1	0.00891555197680556	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C19	COL4A3	SDC4	0.00891021447975588	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	Injured tubular epithelial program (mixed)	JAG1	NOTCH4	0.0089099459786672	0	JAG1_NOTCH4	JAG1 - NOTCH4	NOTCH	Cell-Cell Contact	PMID: 22353464
Collecting duct intercalated cell	C16	LAMB1	ITGAV_ITGB8	0.00889371990205714	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C3	C9	COL4A4	ITGA2_ITGB1	0.00886660863945917	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL6A3	SDC1	0.00882347434163043	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C9	COL4A2	ITGA2_ITGB1	0.00881771421068757	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C19	COL4A3	SDC4	0.00880217678185167	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	Collecting duct intercalated cell	LAMB1	ITGA6_ITGB1	0.00879560180046292	0	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	SPP1	ITGAV_ITGB1	0.00878994986615593	0	SPP1_ITGAV_ITGB1	SPP1 - (ITGAV+ITGB1)	SPP1	Secreted Signaling	PMID: 21907263
Collecting duct intercalated cell	C16	COL4A2	ITGA2_ITGB1	0.00878431096243574	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A2	ITGAV_ITGB8	0.00878301818665648	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Collecting duct intercalated cell	COL6A3	SDC1	0.0087779162426857	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C9	COL4A5	SDC4	0.00877761689471751	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C16	COL4A5	SDC4	0.00876785490781589	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A1	ITGAV_ITGB8	0.00875717269288856	0	COL6A1_ITGAV_ITGB8	COL6A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C9	COL4A3	SDC4	0.00874772554817761	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C16	COL4A5	ITGA2_ITGB1	0.00873795122583302	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A1	ITGAV_ITGB8	0.00872430799146036	0	COL4A1_ITGAV_ITGB8	COL4A1 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C19	COL6A1	SDC4	0.00872053190415679	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C9	COL4A5	SDC4	0.00872031747332632	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C9	COL4A3	ITGA2_ITGB1	0.00870642202150737	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A3	SDC1	0.0086955544302555	0	COL4A3_SDC1	COL4A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C16	COL4A2	SDC4	0.00868485397155118	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	KNG1	BDKRB2	0.00867837804805014	0	KNG1_BDKRB2	KNG1 - BDKRB2	BRADYKININ	Secreted Signaling	KEGG: hsa04080
C11	Collecting duct intercalated cell	COL4A5	SDC1	0.00867809276584004	0	COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	Collecting duct intercalated cell	COL6A3	SDC1	0.00867809276584004	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C9	COL4A4	SDC4	0.00867243652828925	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C16	LAMA5	ITGA2_ITGB1	0.00866390223687824	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C9	COL4A1	ITGA2_ITGB1	0.00865593736621703	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C9	COL4A2	SDC4	0.0086246035335919	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C19	C9	COL6A3	ITGA2_ITGB1	0.00861968681075668	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL6A3	ITGAV_ITGB8	0.00859370959193807	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C18	APP	CD74	0.0085874799611455	0	APP_CD74	APP - CD74	APP	Cell-Cell Contact	PMID: 19849849
